Player,Team,League,Pivot_Master,Maestro,Box_to_Box,Age,Nationality,Height,Foot,Market Value,Contract Until,Position,Annual Salary,Release Clause,Diez,Space_Invader,Key_Passer,Creative_Winger,Falso_Nueve,Aerial_Dominator,Lethal_Striker,Valverde_Score
Muhamed Buljubasic,Rizespor,Süper_Lig,,,,20.0,Bosnia-Herzegovina,"1,80m",right,€1.400.000,"Jun 30, 2028",Central Midfield,€70.000.00,€0,30.0,30.0,,,,,,0.0
Abdülkadir Ömür,Rizespor,Süper_Lig,,,,25.0,Türkiye,"1,68m",left,€4.700.000,"Jun 30, 2025",Attacking Midfield,€2.160.000.00,€0,30.0,30.0,,,,,,0.0
Berkay Özcan,Rizespor,Süper_Lig,,,,27.0,"Türkiye, Germany","1,78m",right,€2.500.000,"Jun 30, 2025",Central Midfield,€1.170.000.00,€0,30.0,30.0,,,,,,0.0
Tim Jabol-Folcarelli,Trabzonspor,Süper_Lig,,,,25.0,"France, Martinique","1,87m",right,€2.000.000,"Jun 30, 2029",Central Midfield,€580.000.00,€0,30.0,30.0,,,,,,0.0
Enis Bardhi,Trabzonspor,Süper_Lig,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Umut Güneş,Trabzonspor,Süper_Lig,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Furkan Soyalp,Gaziantep_FK,Süper_Lig,,,,29.0,Türkiye,"1,75m",right,€0,"Jun 30, 2027",Central Midfield,€230.000.00,€0,30.0,30.0,,,,,,0.0
Bilal Güven,BB_Bodrumspor,Süper_Lig,,,,20.0,Türkiye,"1,72m",right,€0,"Jun 30, 2028",Central Midfield,€60.000.00,€0,30.0,30.0,,,,,,0.0
Mustafa Erdilman,BB_Bodrumspor,Süper_Lig,,,,21.0,Türkiye,-,left,€0,"Jun 30, 2028",Central Midfield,€100.000.00,€0,30.0,30.0,,,,,,0.0
Tunahan Akpınar,BB_Bodrumspor,Süper_Lig,,,,23.0,Türkiye,"1,78m",left,€0,"Jun 30, 2028",Central Midfield,€60.000.00,€0,30.0,30.0,,,,,,0.0
Enes Öğrüce,BB_Bodrumspor,Süper_Lig,,,,18.0,Türkiye,"1,84m",right,€0,"Jun 30, 2027",Central Midfield,€50.000.00,€0,30.0,30.0,,,,,,0.0
Abdoulaye Yoro,Başakşehir,Süper_Lig,,,,18.0,Cote d'Ivoire,"1,75m",left,€0,"Jun 30, 2027",Attacking Midfield,,,30.0,30.0,,,,,,0.0
Matchoi Djaló,Başakşehir,Süper_Lig,,,,22.0,"Portugal, Guinea-Bissau","1,80m",right,€1.000.000,"Jun 30, 2027",Attacking Midfield,€420.000.00,€0,30.0,30.0,,,,,,0.0
Umut Güneş,Başakşehir,Süper_Lig,,,,25.0,"Türkiye, Germany","1,77m",left,€2.300.000,"Jun 30, 2028",Central Midfield,€1.000.000.00,€0,30.0,30.0,,,,,,0.0
Dani Mathieu,Willem_II,Eredivisie,,,,24.0,Netherlands,"1,76m",right,€0,"Jun 30, 2026",Attacking Midfield,€90.000.00,€0,30.0,30.0,,,,,,0.0
Tygo Land,PSV_Eindhoven,Eredivisie,,,,19.0,Netherlands,"1,78m",right,€3.000.000,"Jun 30, 2029",Central Midfield,€390.000.00,€0,30.0,30.0,,,,,,0.0
Isaac Babadi,PSV_Eindhoven,Eredivisie,,,,20.0,"Netherlands, Sierra Leone","1,79m",right,€4.000.000,"Jun 30, 2028",Attacking Midfield,€390.000.00,€0,30.0,30.0,,,,,,0.0
Arno Verschueren,Twente,Eredivisie,,,,28.0,Belgium,"1,85m",right,€2.000.000,"Jun 30, 2028",Attacking Midfield,€400.000.00,€0,30.0,30.0,,,,,,0.0
Diego Rodrigues,Braga,Primeira_Liga,,,,19.0,"Portugal, Belgium","1,85m",right,€2.000.000,"Jun 30, 2027",Central Midfield,€120.000.00,€0,30.0,30.0,,,,,,0.0
Giorgi Aburjania,AVS_Futebol,Primeira_Liga,,,,30.0,Georgia,"1,86m",both,€0,"Jun 30, 2025",Central Midfield,€250.000.00,€0,30.0,30.0,,,,,,0.0
Lucas Fernandes,AVS_Futebol,Primeira_Liga,,,,27.0,Brazil,"1,75m",right,€1.800.000,"Jun 30, 2025",Attacking Midfield,€200.000.00,€0,30.0,30.0,,,,,,0.0
João Teixeira,Gil_Vicente_FC,Primeira_Liga,,,,31.0,Portugal,"1,78m",right,€0,"Jun 30, 2025",Central Midfield,€380.000.00,€0,30.0,30.0,,,,,,0.0
Martim Neto,Benfica,Primeira_Liga,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Renato Sanches,Benfica,Primeira_Liga,,,,27.0,"Portugal, Sao Tome and Principe","1,76m",right,€4.000.000,"Jun 30, 2025",Central Midfield,€6.920.000.00,€0,30.0,30.0,,,,,,0.0
Ivo Rodrigues,Moreirense,Primeira_Liga,,,,30.0,Portugal,"1,80m",right,€1.000.000,"Jun 30, 2025",Attacking Midfield,€350.000.00,€0,30.0,30.0,,,,,,0.0
João Simões,Sporting_CP,Primeira_Liga,,,,18.0,Portugal,"1,78m",left,€6.000.000,"Jun 30, 2025",Central Midfield,€480.000.00,€0,30.0,30.0,,,,,,0.0
Ayanda Sishuba,Rennes,Ligue_1,,,,20.0,"Belgium, France","1,69m",right,€2.000.000,"Jun 30, 2029",Attacking Midfield,€280.000.00,€0,30.0,30.0,,,,,,0.0
Naouirou Ahamada,Rennes,Ligue_1,,,,23.0,"France, Comoros","1,83m",right,€5.000.000,"Jun 30, 2025",Central Midfield,€1.250.000.00,€0,30.0,30.0,,,,,,0.0
Ismaël Koné,Rennes,Ligue_1,,,,22.0,"Canada, Cote d'Ivoire","1,88m",right,€10.000.000,"Jun 30, 2025",Central Midfield,€1.360.000.00,€0,30.0,30.0,,,,,,0.0
Florent Mollet,Nantes,Ligue_1,,,,33.0,France,"1,75m",right,€1.500.000,"Jun 30, 2025",Attacking Midfield,€1.640.000.00,€0,30.0,30.0,,,,,,0.0
Edan Diop,Monaco,Ligue_1,,,,20.0,"France, Senegal","1,73m",right,€1.500.000,"Jun 30, 2028",Central Midfield,€570.000.00,€0,30.0,30.0,,,,,,0.0
Nicolas Pays,Montpellier,Ligue_1,,,,21.0,France,"1,77m",left,€0,-,Attacking Midfield,€120.000.00,€0,30.0,30.0,,,,,,0.0
Mahamadou Diawara,Lyon,Ligue_1,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Darryl Bakola,Marseille,Ligue_1,,,,17.0,"France, Congo","1,78m",right,€0,"Jun 30, 2027",Attacking Midfield,€140.000.00,€0,30.0,30.0,,,,,,0.0
Ismaël Koné,Marseille,Ligue_1,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Bilal Nadir,Marseille,Ligue_1,,,,21.0,"Morocco, France","1,79m",left,€5.000.000,"Jun 30, 2026",Central Midfield,€270.000.00,€0,30.0,30.0,,,,,,0.0
Amine Harit,Marseille,Ligue_1,,,,27.0,"Morocco, France","1,80m",right,€10.000.000,"Jun 30, 2027",Attacking Midfield,€3.100.000.00,€0,30.0,30.0,,,,,,0.0
Pierrick Capelle,Angers,Ligue_1,,,,38.0,France,"1,81m",left,€0,"Jun 30, 2025",Central Midfield,€540.000.00,€0,30.0,30.0,,,,,,0.0
Mathis Saka,Toulouse,Ligue_1,,,,18.0,France,"1,72m",right,€0,"Jun 30, 2029",Attacking Midfield,,,30.0,30.0,,,,,,0.0
João Carvalho,Braga,Primeira_Liga,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Vasco Sousa,Porto,Primeira_Liga,,,,22.0,Portugal,"1,69m",right,€5.000.000,"Jun 30, 2027",Central Midfield,€480.000.00,€0,30.0,30.0,,,,,,0.0
André Franco,Porto,Primeira_Liga,,,,27.0,Portugal,"1,77m",left,€2.500.000,"Jun 30, 2027",Attacking Midfield,€870.000.00,€0,30.0,30.0,,,,,,0.0
Samuel Lobato,Famalicão,Primeira_Liga,,,,23.0,Portugal,"1,84m",right,€0,"Jun 30, 2026",Attacking Midfield,€90.000.00,€0,30.0,30.0,,,,,,0.0
Gijs Besselink,Twente,Eredivisie,,,,20.0,Netherlands,"1,80m",right,€0,"Jun 30, 2026",Central Midfield,€150.000.00,€0,30.0,30.0,,,,,,0.0
Jordy Bruijn,Heracles_Almelo,Eredivisie,,,,28.0,Netherlands,"1,71m",right,€0,"Jun 30, 2026",Attacking Midfield,€150.000.00,€0,30.0,30.0,,,,,,0.0
Kas de Wit,NEC_Nijmegen,Eredivisie,,,,21.0,Netherlands,"1,90m",right,€0,"Jun 30, 2025",Attacking Midfield,€150.000.00,€0,30.0,30.0,,,,,,0.0
Dave Kwakman,AZ_Alkmaar,Eredivisie,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Patrick Vroegh,RKC_Waalwijk,Eredivisie,,,,25.0,Netherlands,"1,75m",left,€0,"Jun 30, 2025",Central Midfield,€110.000.00,€0,30.0,30.0,,,,,,0.0
Àlex Carbonell,Almere_City,Eredivisie,,,,27.0,Spain,"1,82m",right,€0,"Jun 30, 2026",Central Midfield,€350.000.00,€0,30.0,30.0,,,,,,0.0
Stije Resink,Almere_City,Eredivisie,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Can Bozdogan,Utrecht,Eredivisie,,,,24.0,"Germany, Türkiye","1,74m",left,€4.500.000,"Jun 30, 2026",Central Midfield,€380.000.00,€0,30.0,30.0,,,,,,0.0
Otar Mamageishvili,Famalicão,Primeira_Liga,,,,22.0,Georgia,"1,80m",right,€0,"Jun 30, 2029",Central Midfield,€120.000.00,€0,30.0,30.0,,,,,,0.0
Otso Liimatta,Famalicão,Primeira_Liga,,,,20.0,Finland,"1,69m",left,€0,"Jun 30, 2027",Attacking Midfield,€150.000.00,€0,30.0,30.0,,,,,,0.0
Tomás Pérez,Porto,Primeira_Liga,,,,19.0,Argentina,"1,82m",right,€3.000.000,"Jun 30, 2029",Central Midfield,€300.000.00,€0,30.0,30.0,,,,,,0.0
Marco Ribeiro,Boavista,Primeira_Liga,,,,19.0,Portugal,"1,88m",right,€0,"Jun 30, 2027",Central Midfield,€80.000.00,€0,30.0,30.0,,,,,,0.0
André Sousa,Nacional,Primeira_Liga,,,,34.0,Portugal,"1,81m",left,€0,"Jun 30, 2025",Central Midfield,€200.000.00,€0,30.0,30.0,,,,,,0.0
Miguel Baeza,Nacional,Primeira_Liga,,,,25.0,Spain,"1,77m",left,€0,"Jun 30, 2025",Attacking Midfield,€480.000.00,€0,30.0,30.0,,,,,,0.0
Chiheb Labidi,Nacional,Primeira_Liga,,,,23.0,Tunisia,"1,90m",left,€0,"Jun 30, 2027",Attacking Midfield,€60.000.00,€0,30.0,30.0,,,,,,0.0
João Graça,Rio_Ave,Primeira_Liga,,,,29.0,Portugal,"1,77m",right,€0,"Jun 30, 2026",Central Midfield,€190.000.00,€0,30.0,30.0,,,,,,0.0
Matheusinho,Santa_Clara,Primeira_Liga,,,,27.0,Brazil,"1,64m",right,€2.000.000,"Jun 30, 2027",Attacking Midfield,€380.000.00,€0,30.0,30.0,,,,,,0.0
Marco Cruz,Vitoria_Guimaraes,Primeira_Liga,,,,21.0,Portugal,"1,81m",left,€0,"Jun 30, 2028",Attacking Midfield,€150.000.00,€0,30.0,30.0,,,,,,0.0
Beni,Vitoria_Guimaraes,Primeira_Liga,,,,22.0,Angola,"1,80m",right,€2.000.000,"Jun 30, 2029",Central Midfield,€300.000.00,€0,30.0,30.0,,,,,,0.0
Zé Carlos,Vitoria_Guimaraes,Primeira_Liga,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Adil Aouchiche,Sunderland,Championship,,,,,,,,,,,,,30.0,30.0,,,,,,0.0
Lamine Yamal,Barcelona,La_Liga,,,,17.0,"Spain, Equatorial Guinea","1,80m",left,€180.000.000,"Jun 30, 2026",Right Winger,€1.670.000.00,€1.000.000.000,,,99.0,97.7,,,,0.0
Junya Ito,Reims,Ligue_1,,,,32.0,Japan,"1,76m",right,€8.000.000,"Jun 30, 2026",Right Winger,€1.200.000.00,€0,,,99.0,81.8,,,,0.0
Michael Olise,Bayern_Munich,Bundesliga,,,,23.0,"France, England","1,84m",left,€80.000.000,"Jun 30, 2029",Right Winger,€13.500.000.00,€0,,,97.7,99.0,,,,0.0
Raphinha,Barcelona,La_Liga,,,,28.0,"Brazil, Italy","1,76m",left,€80.000.000,"Jun 30, 2027",Left Winger,€12.500.000.00,€1.000.000.000,,,97.6,91.9,,,,0.0
Mohamed Salah,Liverpool,EPL,,,,32.0,Egypt,"1,75m",left,€55.000.000,"Jun 30, 2027",Right Winger,€24.668.186.00,€0,,,94.9,90.8,,,,0.0
Désiré Doué,Paris_Saint_Germain,Ligue_1,,,,19.0,"France, Cote d'Ivoire","1,81m",right,€60.000.000,"Jun 30, 2029",Left Winger,€6.000.000.00,€0,,,92.8,81.2,,,,0.0
Moses Simon,Nantes,Ligue_1,,,,29.0,Nigeria,"1,68m",right,€12.000.000,"Jun 30, 2026",Left Winger,€2.400.000.00,€0,,,91.0,86.9,,,,0.0
Rafael Leão,Milan,Serie_A,,,,25.0,"Portugal, Angola","1,88m",right,€75.000.000,"Jun 30, 2028",Left Winger,€6.410.000.00,€175.000.000,,,90.3,83.3,,,,0.0
Carlos Vicente,Alaves,La_Liga,,,,26.0,Spain,"1,79m",right,€8.000.000,"Jun 30, 2027",Right Winger,€450.000.00,€0,,,87.8,77.2,,,,0.0
Diego Moreira,Strasbourg,Ligue_1,,,,20.0,"Portugal, Belgium","1,79m",left,€10.000.000,"Jun 30, 2029",Left Winger,€720.000.00,€0,,,86.6,73.6,,,,0.0
Rayan Cherki,Lyon,Ligue_1,,,,21.0,"France, Algeria","1,77m",both,€35.000.000,"Jun 30, 2026",Right Winger,€4.000.000.00,€0,,,85.4,75.9,,,,0.0
Bryan Mbeumo,Brentford,EPL,,,,25.0,"Cameroon, France","1,71m",left,€50.000.000,"Jun 30, 2026",Right Winger,€2.775.171.00,€0,,,85.0,81.2,,,,0.0
Anthony Caci,Mainz_05,Bundesliga,,,,27.0,France,"1,84m",right,€10.000.000,"Jun 30, 2026",Right Midfield,€1.680.000.00,€0,,,84.9,80.5,,,,0.0
Dilane Bakwa,Strasbourg,Ligue_1,,,,22.0,"France, DR Congo","1,80m",left,€18.000.000,"Jun 30, 2027",Right Winger,€700.000.00,€0,,,83.6,84.0,,,,0.0
Bradley Barcola,Paris_Saint_Germain,Ligue_1,,,,22.0,"France, Togo","1,82m",right,€70.000.000,"Jun 30, 2028",Left Winger,€6.600.000.00,€0,,,82.7,76.4,,,,0.0
Iñaki Williams,Athletic_Club,La_Liga,,,,30.0,"Ghana, Spain","1,86m",right,€20.000.000,"Jun 30, 2028",Right Winger,€11.400.000.00,€135.000.000,,,81.1,75.1,,,,0.0
Aron Dønnum,Toulouse,Ligue_1,,,,27.0,Norway,"1,78m",left,€4.000.000,"Jun 30, 2028",Left Midfield,€600.000.00,€0,,,80.9,77.4,,,,0.0
Alex Iwobi,Fulham,EPL,,,,29.0,"Nigeria, England","1,83m",right,€25.000.000,"Jun 30, 2028",Left Winger,€4.933.637.00,€0,,,80.8,72.1,,,,0.0
Pedro Neto,Chelsea,EPL,,,,25.0,Portugal,"1,74m",left,€50.000.000,"Jun 30, 2031",Right Winger,€9.867.275.00,€0,,,80.5,65.8,,,,0.0
Josh Murphy,Portsmouth,Championship,,,,30.0,"England, Ireland","1,73m",right,€0,"Jun 30, 2027",Left Winger,€308.352.00,€0,,,80.3,62.3,,,,0.0
Jacob Murphy,Newcastle_United,EPL,,,,30.0,"England, Ireland","1,79m",right,€16.000.000,"Jun 30, 2027",Right Winger,€2.158.466.00,€0,,,80.2,68.3,,,,0.0
Raoul Bellanova,Atalanta,Serie_A,,,,24.0,Italy,"1,88m",right,€22.000.000,"Jun 30, 2029",Right Midfield,€3.330.000.00,€0,,,80.1,67.9,,,,0.0
Matteo Politano,Napoli,Serie_A,,,,31.0,Italy,"1,71m",left,€10.000.000,"Jun 30, 2027",Right Winger,€5.930.000.00,€0,,,80.0,72.6,,,,0.0
Cristian Espinoza,SJ_Earthquakes,MLS,,,,30.0,"Argentina, United States","1,73m",right,€5.000.000,"Dec 31, 2025",Right Winger,€1.606.469.00,€0,,,79.9,60.0,,,,0.0
Luis Henrique,Marseille,Ligue_1,,,,23.0,Brazil,"1,81m",right,€18.000.000,"Jun 30, 2028",Right Winger,€1.280.000.00,€0,,,79.4,73.5,,,,0.0
Luis Rioja,Valencia,La_Liga,,,,31.0,Spain,"1,76m",left,€2.000.000,"Jun 30, 2026",Left Winger,€1.040.000.00,€0,,,79.0,75.3,,,,0.0
Sergio Gómez,Real_Sociedad,La_Liga,,,,24.0,Spain,"1,71m",left,€20.000.000,"Jun 30, 2030",Right Winger,€2.300.000.00,€0,,,77.5,66.1,,,,0.0
Gaëtan Perrin,Auxerre,Ligue_1,,,,28.0,France,"1,69m",right,€6.000.000,"Jun 30, 2026",Right Winger,€480.000.00,€0,,,76.7,74.8,,,,0.0
Ousmane Dembélé,Paris_Saint_Germain,Ligue_1,,,,27.0,France,"1,78m",both,€75.000.000,"Jun 30, 2028",Right Winger,€18.000.000.00,€0,,,76.5,84.9,,,,0.0
Anthony Gordon,Newcastle_United,EPL,,,,24.0,England,"1,83m",right,€65.000.000,-,Left Winger,€9.250.570.00,€0,,,76.1,76.8,,,,0.0
Christian Pulisic,Milan,Serie_A,,,,26.0,"United States, Croatia","1,77m",right,€50.000.000,"Jun 30, 2027",Right Winger,€5.130.000.00,€0,,,74.5,83.1,,,,0.0
Álvaro García,Rayo_Vallecano,La_Liga,,,,32.0,Spain,"1,67m",both,€2.500.000,"Jun 30, 2028",Left Winger,€2.080.000.00,€0,,,74.5,66.8,,,,0.0
Mason Greenwood,Marseille,Ligue_1,,,,23.0,England,"1,81m",both,€35.000.000,"Jun 30, 2029",Right Winger,€5.450.000.00,€0,,,74.3,90.7,,,,0.0
Ivan Perišić,PSV_Eindhoven,Eredivisie,,,,36.0,Croatia,"1,86m",both,€1.500.000,"Jun 30, 2025",Left Winger,,,,,74.2,62.0,,,,0.0
Raúl Moro,Valladolid,La_Liga,,,,22.0,Spain,"1,69m",right,€5.000.000,"Jun 30, 2028",Left Winger,€1.040.000.00,€0,,,74.1,70.3,,,,0.0
Kenan Yıldız,Juventus,Serie_A,,,,20.0,"Türkiye, Germany","1,87m",both,€45.000.000,"Jun 30, 2029",Left Winger,€2.960.000.00,€0,,,73.8,85.6,,,,0.0
Maghnes Akliouche,Monaco,Ligue_1,,,,23.0,"France, Algeria","1,83m",left,€40.000.000,"Jun 30, 2028",Right Winger,€1.150.000.00,€0,,,73.7,85.2,,,,0.0
Davide Zappacosta,Atalanta,Serie_A,,,,32.0,Italy,"1,82m",right,€6.000.000,"Jun 30, 2025",Right Midfield,€1.670.000.00,€0,,,73.7,61.2,,,,0.0
Francisco Trincão,Sporting_CP,Primeira_Liga,,,,25.0,Portugal,"1,84m",left,€30.000.000,"Jun 30, 2026",Right Winger,,,,,73.6,71.6,,,,0.0
Mattia Zaccagni,Lazio,Serie_A,,,,29.0,Italy,"1,77m",right,€20.000.000,"Jun 30, 2029",Left Winger,€5.560.000.00,€0,,,72.3,86.5,,,,0.0
Jeremie Frimpong,Bayer_Leverkusen,Bundesliga,,,,24.0,"Netherlands, Ghana","1,72m",right,€50.000.000,"Jun 30, 2028",Right Midfield,,,,,72.1,77.9,,,,0.0
Félix Correia,Gil_Vicente_FC,Primeira_Liga,,,,24.0,"Portugal, Sao Tome and Principe","1,78m",right,€4.000.000,"Jun 30, 2028",Left Winger,€460.000.00,€0,,,71.8,61.6,,,,0.0
Adama Traoré,Fulham,EPL,,,,29.0,"Spain, Mali","1,78m",right,€10.000.000,"Jun 30, 2025",Right Winger,€4.008.580.00,€0,,,71.7,72.3,,,,0.0
Oliver Antman,Go_Ahead_Eag,Eredivisie,,,,23.0,Finland,"1,85m",right,€4.000.000,"Jun 30, 2027",Right Winger,€200.000.00,€0,,,71.4,61.7,,,,0.0
Matteo Ruggeri,Atalanta,Serie_A,,,,22.0,Italy,"1,87m",left,€20.000.000,"Jun 30, 2028",Left Midfield,€930.000.00,€0,,,71.3,69.7,,,,0.0
Vincenzo Grifo,Freiburg,Bundesliga,,,,32.0,Italy,"1,80m",right,€7.500.000,-,Left Winger,€950.000.00,€0,,,71.0,87.2,,,,0.0
Nadir Zortea,Cagliari,Serie_A,,,,25.0,Italy,"1,87m",right,€4.500.000,"Jun 30, 2028",Right Midfield,€930.000.00,€0,,,70.3,67.2,,,,0.0
Ludovic Blas,Rennes,Ligue_1,,,,27.0,"France, Martinique","1,80m",left,€18.000.000,"Jun 30, 2027",Right Winger,€2.720.000.00,€0,,,69.2,78.9,,,,0.0
Ronald,Swansea_City,Championship,,,,23.0,Brazil,"1,77m",right,€1.800.000,"Jun 30, 2027",Right Winger,€370.023.00,€0,,,69.0,62.7,,,,0.0
Gabriel Strefezza,Como,Serie_A,,,,28.0,"Brazil, Italy","1,68m",right,€6.000.000,"Jun 30, 2027",Right Winger,€740.000.00,€0,,,68.6,79.2,,,,0.0
Jarrod Bowen,West_Ham_United,EPL,,,,28.0,England,"1,76m",left,€45.000.000,"Jun 30, 2030",Right Winger,€9.250.570.00,€0,,,68.6,73.1,,,,0.0
Marcos Llorente,Atletico_Madrid,La_Liga,,,,30.0,Spain,"1,84m",right,€28.000.000,"Jun 30, 2027",Right Midfield,€8.330.000.00,€120.000.000,,,68.1,64.7,,,,0.0
Ritsu Doan,Freiburg,Bundesliga,,,,26.0,Japan,"1,72m",left,€22.000.000,"Jun 30, 2027",Right Winger,€840.000.00,€0,,,67.8,89.0,,,,0.0
Daniel James,Leeds_United,Championship,,,,27.0,"Wales, England","1,71m",right,€18.000.000,"Jun 30, 2026",Right Winger,€3.083.523.00,€0,,,67.3,60.0,,,,0.0
Kerem Aktürkoğlu,Benfica,Primeira_Liga,,,,26.0,Türkiye,"1,73m",right,€22.000.000,"Jun 30, 2029",Left Winger,€2.880.000.00,€0,,,67.3,57.1,,,,0.0
Keane Lewis-Potter,Brentford,EPL,,,,24.0,England,"1,70m",right,€23.000.000,"Jun 30, 2031",Left Winger,€3.083.523.00,€0,,,67.1,65.7,,,,0.0
Eliesse Ben Seghir,Monaco,Ligue_1,,,,20.0,"Morocco, France","1,78m",right,€30.000.000,"Jun 30, 2027",Left Winger,€600.000.00,€0,,,67.0,77.3,,,,0.0
Valentino Lazaro,Torino,Serie_A,,,,29.0,Austria,"1,81m",right,€4.500.000,"Jun 30, 2025",Left Midfield,€1.920.000.00,€0,,,66.5,57.2,,,,0.0
Antoine Semenyo,Bournemouth,EPL,,,,25.0,"Ghana, England","1,85m",right,€35.000.000,"Jun 30, 2029",Left Midfield,€3.083.523.00,€0,,,66.3,81.9,,,,0.0
Tom Fellows,West_Bromwich_Albion,Championship,,,,21.0,England,"1,83m",right,€8.000.000,"Jun 30, 2027",Right Midfield,€370.023.00,€0,,,66.0,58.1,,,,0.0
Ángel Di María,Benfica,Primeira_Liga,,,,37.0,"Argentina, Italy","1,78m",left,€3.000.000,"Jun 30, 2025",Right Winger,€3.850.000.00,€0,,,65.9,59.7,,,,0.0
Barış Alper Yılmaz,Galatasaray,Süper_Lig,,,,24.0,Türkiye,"1,86m",right,€20.000.000,"Jun 30, 2027",Left Winger,,,,,65.9,89.9,,,,0.0
Leandro Trossard,Arsenal,EPL,,,,30.0,Belgium,"1,72m",right,€30.000.000,"Jun 30, 2026",Left Winger,€5.550.342.00,€0,,,65.5,70.1,,,,0.0
Riccardo Orsolini,Bologna,Serie_A,,,,28.0,Italy,"1,83m",left,€20.000.000,"Jun 30, 2027",Right Winger,€3.700.000.00,€0,,,65.4,74.5,,,,0.0
Takefusa Kubo,Real_Sociedad,La_Liga,,,,23.0,Japan,"1,73m",left,€40.000.000,"Jun 30, 2029",Right Winger,€2.500.000.00,€60.000.000,,,65.4,83.9,,,,0.0
Manor Solomon,Leeds_United,Championship,,,,25.0,"Israel, Portugal","1,70m",right,€12.000.000,"May 31, 2025",Left Winger,€2.775.171.00,€0,,,65.2,64.4,,,,0.0
Alfie Doughty,Luton_Town,Championship,,,,25.0,England,"1,83m",left,€8.000.000,-,Left Midfield,€1.695.938.00,€0,,,65.0,51.0,,,,0.0
Marvin Johnson,Sheffield_Wednesday,Championship,,,,34.0,England,"1,78m",left,€0,"Jun 30, 2025",Left Midfield,€616.705.00,€0,,,64.9,51.0,,,,0.0
Dango Ouattara,Bournemouth,EPL,,,,23.0,Burkina Faso,"1,77m",left,€25.000.000,"Jun 30, 2028",Left Winger,€2.158.466.00,€0,,,64.8,71.8,,,,0.0
Álex Berenguer,Athletic_Club,La_Liga,,,,29.0,Spain,"1,75m",right,€12.000.000,"Jun 30, 2027",Left Winger,€1.250.000.00,€0,,,64.5,73.2,,,,0.0
Salvador Agra,Boavista,Primeira_Liga,,,,33.0,Portugal,"1,66m",right,€0,"Jun 30, 2025",Right Winger,€120.000.00,€0,,,64.5,61.3,,,,0.0
Gabriel Martinelli,Arsenal,EPL,,,,23.0,"Brazil, Italy","1,78m",right,€55.000.000,"Jun 30, 2027",Left Winger,€11.100.684.00,€0,,,64.5,63.6,,,,0.0
Giuliano Simeone,Atletico_Madrid,La_Liga,,,,22.0,"Argentina, Italy","1,73m",right,€25.000.000,"Jun 30, 2028",Right Winger,€500.000.00,€0,,,64.3,71.8,,,,0.0
Jorge de Frutos,Rayo_Vallecano,La_Liga,,,,28.0,Spain,"1,73m",right,€4.000.000,"Jun 30, 2028",Right Winger,€800.000.00,€0,,,64.2,66.3,,,,0.0
Lassine Sinayoko,Auxerre,Ligue_1,,,,25.0,"Mali, France","1,86m",right,€3.500.000,"Jun 30, 2026",Left Winger,€700.000.00,€0,,,63.8,69.0,,,,0.0
Alieu Fadera,Como,Serie_A,,,,23.0,The Gambia,"1,82m",right,€5.000.000,"Jun 30, 2028",Left Winger,€830.000.00,€0,,,63.3,70.3,,,,0.0
Bukayo Saka,Arsenal,EPL,,,,23.0,"England, Nigeria","1,78m",left,€150.000.000,"Jun 30, 2027",Right Winger,€12.025.741.00,€0,,,62.9,66.2,,,,0.0
Dennis Man,Parma,Serie_A,,,,26.0,Romania,"1,83m",left,€12.500.000,"Jun 30, 2027",Right Winger,€1.920.000.00,€0,,,62.8,62.7,,,,0.0
Takumi Minamino,Monaco,Ligue_1,,,,30.0,Japan,"1,72m",right,€15.000.000,"Jun 30, 2027",Left Winger,€3.910.000.00,€0,,,62.8,65.3,,,,0.0
Juan Cruz,Leganes,La_Liga,,,,25.0,"Spain, Argentina","1,80m",left,€4.000.000,"Jun 30, 2028",Left Winger,,,,,62.4,66.8,,,,0.0
Jaidon Anthony,Burnley,Championship,,,,25.0,"England, Jamaica","1,83m",right,€5.500.000,"May 31, 2025",Left Winger,€1.079.233.00,€0,,,62.4,61.2,,,,0.0
Igor Paixão,Feyenoord,Eredivisie,,,,24.0,Brazil,"1,68m",right,€25.000.000,"Jun 30, 2029",Left Winger,€1.760.000.00,€0,,,61.3,73.9,,,,0.0
Diego López,Valencia,La_Liga,,,,22.0,Spain,"1,72m",right,€10.000.000,"Jun 30, 2027",Right Winger,€800.000.00,€100.000.000,,,61.2,65.6,,,,0.0
Noa Lang,PSV_Eindhoven,Eredivisie,,,,25.0,"Netherlands, Suriname","1,70m",right,€25.000.000,"Jun 30, 2028",Left Winger,€1.600.000.00,€0,,,61.1,63.6,,,,0.0
Kaoru Mitoma,Brighton_and_Hove_Albion,EPL,,,,27.0,Japan,"1,78m",right,€45.000.000,"Jun 30, 2027",Left Winger,€4.933.637.00,€0,,,61.0,74.4,,,,0.0
